partner,year,partner_name,product,product_name,US_report_import,pop2000,region
CIV,2002,Cote d'Ivoire,950341,Toys representing animals or non-hu,0.747,16734950,6
CIV,2003,Cote d'Ivoire,950349,Toys representing animals or non-hu,4.899,16734950,6
CMR,1996,Cameroon,950349,Toys representing animals or non-hu,2.464,14856340,6
CMR,1997,Cameroon,950349,Toys representing animals or non-hu,64.647,14856340,6
CMR,1997,Cameroon,950310,"Electric trains, including tracks,",28.188,14856340,6
CMR,1997,Cameroon,950341,Toys representing animals or non-hu,3.435,14856340,6
CMR,1998,Cameroon,950341,Toys representing animals or non-hu,161.766,14856340,6
CMR,1998,Cameroon,950349,Toys representing animals or non-hu,39.156,14856340,6
CMR,1998,Cameroon,950291,Parts and accessories :-- Garments,45.854,14856340,6
CMR,2000,Cameroon,950341,Toys representing animals or non-hu,62.91,14856340,6
CMR,2000,Cameroon,950349,Toys representing animals or non-hu,25.593,14856340,6
CMR,2001,Cameroon,950349,Toys representing animals or non-hu,5.925,14856340,6
CMR,2002,Cameroon,950349,Toys representing animals or non-hu,26.563,14856340,6
CMR,2002,Cameroon,950291,Parts and accessories :-- Garments,1.503,14856340,6
CMR,2003,Cameroon,950341,Toys representing animals or non-hu,9.611,14856340,6
CMR,2003,Cameroon,950291,Parts and accessories :-- Garments,14.86,14856340,6
CMR,2004,Cameroon,950341,Toys representing animals or non-hu,14.331,14856340,6
CMR,2004,Cameroon,950349,Toys representing animals or non-hu,299.737,14856340,6
CMR,2005,Cameroon,950341,Toys representing animals or non-hu,33.522,14856340,6
CMR,2005,Cameroon,950330,Other construction sets and constru,32.463,14856340,6
COL,1996,Colombia,950291,Parts and accessories :-- Garments,0.74,42119990,2
COL,1996,Colombia,950299,Parts and accessories :-- Other,0,42119990,2
COL,1996,Colombia,950349,Toys representing animals or non-hu,0,42119990,2
COL,1996,Colombia,950341,Toys representing animals or non-hu,1.756,42119990,2
COL,1996,Colombia,950320,"Reduced-size (""scale"") model assemb",3.541,42119990,2
COL,1996,Colombia,950330,Other construction sets and constru,0,42119990,2
COL,1997,Colombia,950330,Other construction sets and constru,24.514,42119990,2
COL,1997,Colombia,950341,Toys representing animals or non-hu,60.729,42119990,2
COL,1997,Colombia,950349,Toys representing animals or non-hu,92.882,42119990,2
COL,1997,Colombia,950291,Parts and accessories :-- Garments,213.723,42119990,2
COL,1997,Colombia,950299,Parts and accessories :-- Other,0,42119990,2
COL,1998,Colombia,950330,Other construction sets and constru,0.511,42119990,2
COL,1998,Colombia,950349,Toys representing animals or non-hu,10.573,42119990,2
COL,1998,Colombia,950341,Toys representing animals or non-hu,77.792,42119990,2
COL,1998,Colombia,950291,Parts and accessories :-- Garments,406.337,42119990,2
COL,1998,Colombia,950299,Parts and accessories :-- Other,6.093,42119990,2
COL,1999,Colombia,950320,"Reduced-size (""scale"") model assemb",0,42119990,2
COL,1999,Colombia,950299,Parts and accessories :-- Other,0,42119990,2
COL,1999,Colombia,950341,Toys representing animals or non-hu,27.477,42119990,2
COL,1999,Colombia,950330,Other construction sets and constru,2.179,42119990,2
COL,1999,Colombia,950349,Toys representing animals or non-hu,6.43,42119990,2
COL,1999,Colombia,950291,Parts and accessories :-- Garments,633.586,42119990,2
COL,2000,Colombia,950341,Toys representing animals or non-hu,151.647,42119990,2
COL,2000,Colombia,950330,Other construction sets and constru,1.437,42119990,2
COL,2000,Colombia,950310,"Electric trains, including tracks,",2.176,42119990,2
COL,2000,Colombia,950291,Parts and accessories :-- Garments,356.339,42119990,2
COL,2000,Colombia,950349,Toys representing animals or non-hu,7.374,42119990,2
COL,2001,Colombia,950341,Toys representing animals or non-hu,247.246,42119990,2
COL,2001,Colombia,950349,Toys representing animals or non-hu,372.077,42119990,2
COL,2001,Colombia,950299,Parts and accessories :-- Other,0,42119990,2
COL,2001,Colombia,950330,Other construction sets and constru,36.582,42119990,2
COL,2001,Colombia,950320,"Reduced-size (""scale"") model assemb",0,42119990,2
COL,2001,Colombia,950291,Parts and accessories :-- Garments,92.979,42119990,2
COL,2002,Colombia,950320,"Reduced-size (""scale"") model assemb",4.199,42119990,2
COL,2002,Colombia,950291,Parts and accessories :-- Garments,14.291,42119990,2
COL,2002,Colombia,950299,Parts and accessories :-- Other,0.849,42119990,2
COL,2002,Colombia,950310,"Electric trains, including tracks,",0,42119990,2
COL,2002,Colombia,950349,Toys representing animals or non-hu,6.272,42119990,2
COL,2002,Colombia,950341,Toys representing animals or non-hu,189.498,42119990,2
COL,2002,Colombia,950330,Other construction sets and constru,1.352,42119990,2
COL,2003,Colombia,950320,"Reduced-size (""scale"") model assemb",216.182,42119990,2
COL,2003,Colombia,950349,Toys representing animals or non-hu,2.24,42119990,2
COL,2003,Colombia,950341,Toys representing animals or non-hu,70.395,42119990,2
COL,2003,Colombia,950291,Parts and accessories :-- Garments,23.998,42119990,2
COL,2003,Colombia,950299,Parts and accessories :-- Other,0,42119990,2
COL,2004,Colombia,950320,"Reduced-size (""scale"") model assemb",12.813,42119990,2
COL,2004,Colombia,950330,Other construction sets and constru,0,42119990,2
COL,2004,Colombia,950341,Toys representing animals or non-hu,97.313,42119990,2
COL,2004,Colombia,950291,Parts and accessories :-- Garments,43.725,42119990,2
COL,2004,Colombia,950349,Toys representing animals or non-hu,22.63,42119990,2
COL,2005,Colombia,950291,Parts and accessories :-- Garments,88.982,42119990,2
COL,2005,Colombia,950330,Other construction sets and constru,0,42119990,2
COL,2005,Colombia,950320,"Reduced-size (""scale"") model assemb",40.696,42119990,2
COL,2005,Colombia,950299,Parts and accessories :-- Other,0,42119990,2
COL,2005,Colombia,950341,Toys representing animals or non-hu,184.29,42119990,2
COL,2005,Colombia,950349,Toys representing animals or non-hu,6.457,42119990,2
CRI,1996,Costa Rica,950291,Parts and accessories :-- Garments,33.63,3928797,2
CRI,1996,Costa Rica,950341,Toys representing animals or non-hu,4.693,3928797,2
CRI,1998,Costa Rica,950341,Toys representing animals or non-hu,10.332,3928797,2
CRI,2000,Costa Rica,950320,"Reduced-size (""scale"") model assemb",0,3928797,2
CRI,2002,Costa Rica,950341,Toys representing animals or non-hu,5.614,3928797,2
CRI,2002,Costa Rica,950310,"Electric trains, including tracks,",1.964,3928797,2
CRI,2003,Costa Rica,950330,Other construction sets and constru,0,3928797,2
CRI,2003,Costa Rica,950341,Toys representing animals or non-hu,7.82,3928797,2
CRI,2004,Costa Rica,950320,"Reduced-size (""scale"") model assemb",0,3928797,2
CRI,2004,Costa Rica,950341,Toys representing animals or non-hu,0,3928797,2
CRI,2005,Costa Rica,950349,Toys representing animals or non-hu,0.679,3928797,2
CRI,2005,Costa Rica,950341,Toys representing animals or non-hu,0,3928797,2
CYP,1996,Cyprus,950310,"Electric trains, including tracks,",2.466,786339,7
CYP,2001,Cyprus,950310,"Electric trains, including tracks,",0,786339,7
CYP,2001,Cyprus,950320,"Reduced-size (""scale"") model assemb",0,786339,7
CYP,2003,Cyprus,950330,Other construction sets and constru,0,786339,7
CYP,2005,Cyprus,950341,Toys representing animals or non-hu,1.69,786339,7
CZE,1996,Czech Republic,950320,"Reduced-size (""scale"") model assemb",436.673,10273300,3
CZE,1996,Czech Republic,950349,Toys representing animals or non-hu,248.94,10273300,3
CZE,1996,Czech Republic,950330,Other construction sets and constru,4.708,10273300,3
CZE,1996,Czech Republic,950299,Parts and accessories :-- Other,0.648,10273300,3
CZE,1996,Czech Republic,950310,"Electric trains, including tracks,",150.259,10273300,3
CZE,1996,Czech Republic,950341,Toys representing animals or non-hu,25.966,10273300,3
CZE,1997,Czech Republic,950330,Other construction sets and constru,37.419,10273300,3
CZE,1997,Czech Republic,950310,"Electric trains, including tracks,",141.899,10273300,3
CZE,1997,Czech Republic,950349,Toys representing animals or non-hu,149.822,10273300,3
CZE,1997,Czech Republic,950341,Toys representing animals or non-hu,20.71,10273300,3
CZE,1997,Czech Republic,950320,"Reduced-size (""scale"") model assemb",466.986,10273300,3
CZE,1998,Czech Republic,950330,Other construction sets and constru,129.031,10273300,3
CZE,1998,Czech Republic,950341,Toys representing animals or non-hu,32.397,10273300,3
CZE,1998,Czech Republic,950349,Toys representing animals or non-hu,108.453,10273300,3
CZE,1998,Czech Republic,950320,"Reduced-size (""scale"") model assemb",872.095,10273300,3
CZE,1998,Czech Republic,950299,Parts and accessories :-- Other,44.061,10273300,3
CZE,1998,Czech Republic,950310,"Electric trains, including tracks,",150.679,10273300,3
CZE,1999,Czech Republic,950320,"Reduced-size (""scale"") model assemb",942.971,10273300,3
CZE,1999,Czech Republic,950299,Parts and accessories :-- Other,4.053,10273300,3
CZE,1999,Czech Republic,950349,Toys representing animals or non-hu,182.121,10273300,3
CZE,1999,Czech Republic,950341,Toys representing animals or non-hu,43.828,10273300,3
CZE,1999,Czech Republic,950310,"Electric trains, including tracks,",181.998,10273300,3
CZE,1999,Czech Republic,950291,Parts and accessories :-- Garments,0,10273300,3
CZE,1999,Czech Republic,950330,Other construction sets and constru,142.891,10273300,3
CZE,2000,Czech Republic,950341,Toys representing animals or non-hu,12.225,10273300,3
CZE,2000,Czech Republic,950330,Other construction sets and constru,63.938,10273300,3
CZE,2000,Czech Republic,950320,"Reduced-size (""scale"") model assemb",1045.275,10273300,3
CZE,2000,Czech Republic,950299,Parts and accessories :-- Other,11.167,10273300,3
CZE,2000,Czech Republic,950349,Toys representing animals or non-hu,243.43,10273300,3
CZE,2000,Czech Republic,950310,"Electric trains, including tracks,",216.214,10273300,3
CZE,2001,Czech Republic,950310,"Electric trains, including tracks,",39.21,10273300,3
CZE,2001,Czech Republic,950320,"Reduced-size (""scale"") model assemb",1108.222,10273300,3
CZE,2001,Czech Republic,950349,Toys representing animals or non-hu,189.682,10273300,3
CZE,2001,Czech Republic,950330,Other construction sets and constru,591.87,10273300,3
CZE,2001,Czech Republic,950341,Toys representing animals or non-hu,43.238,10273300,3
CZE,2002,Czech Republic,950320,"Reduced-size (""scale"") model assemb",2177.95,10273300,3
CZE,2002,Czech Republic,950349,Toys representing animals or non-hu,390.177,10273300,3
CZE,2002,Czech Republic,950310,"Electric trains, including tracks,",297.522,10273300,3
CZE,2002,Czech Republic,950341,Toys representing animals or non-hu,51.529,10273300,3
CZE,2002,Czech Republic,950330,Other construction sets and constru,1059.189,10273300,3
CZE,2002,Czech Republic,950299,Parts and accessories :-- Other,0.574,10273300,3
CZE,2003,Czech Republic,950320,"Reduced-size (""scale"") model assemb",1663.422,10273300,3
CZE,2003,Czech Republic,950330,Other construction sets and constru,3319.433,10273300,3
CZE,2003,Czech Republic,950349,Toys representing animals or non-hu,339.77,10273300,3
CZE,2003,Czech Republic,950310,"Electric trains, including tracks,",371.711,10273300,3
CZE,2003,Czech Republic,950299,Parts and accessories :-- Other,3.789,10273300,3
CZE,2003,Czech Republic,950341,Toys representing animals or non-hu,24.097,10273300,3
CZE,2004,Czech Republic,950330,Other construction sets and constru,2612.474,10273300,3
CZE,2004,Czech Republic,950341,Toys representing animals or non-hu,13.872,10273300,3
CZE,2004,Czech Republic,950320,"Reduced-size (""scale"") model assemb",2340.193,10273300,3
CZE,2004,Czech Republic,950349,Toys representing animals or non-hu,240.126,10273300,3
CZE,2004,Czech Republic,950291,Parts and accessories :-- Garments,0,10273300,3
CZE,2004,Czech Republic,950310,"Electric trains, including tracks,",19.268,10273300,3
CZE,2005,Czech Republic,950330,Other construction sets and constru,9717.005,10273300,3
CZE,2005,Czech Republic,950349,Toys representing animals or non-hu,145.961,10273300,3
CZE,2005,Czech Republic,950320,"Reduced-size (""scale"") model assemb",2940.971,10273300,3
CZE,2005,Czech Republic,950341,Toys representing animals or non-hu,37.571,10273300,3
CZE,2005,Czech Republic,950310,"Electric trains, including tracks,",31.358,10273300,3
DEU,1996,Germany,950299,Parts and accessories :-- Other,1284.378,82210000,3
DEU,1996,Germany,950310,"Electric trains, including tracks,",17062.938,82210000,3
DEU,1996,Germany,950330,Other construction sets and constru,970.185,82210000,3
DEU,1996,Germany,950320,"Reduced-size (""scale"") model assemb",2953.516,82210000,3
DEU,1996,Germany,950291,Parts and accessories :-- Garments,749.57,82210000,3
DEU,1996,Germany,950349,Toys representing animals or non-hu,1563.108,82210000,3
DEU,1996,Germany,950341,Toys representing animals or non-hu,6951.035,82210000,3
DEU,1997,Germany,950341,Toys representing animals or non-hu,8768.897,82210000,3
DEU,1997,Germany,950310,"Electric trains, including tracks,",16553.134,82210000,3
DEU,1997,Germany,950291,Parts and accessories :-- Garments,1191.325,82210000,3
DEU,1997,Germany,950330,Other construction sets and constru,1434.763,82210000,3
DEU,1997,Germany,950299,Parts and accessories :-- Other,1379.537,82210000,3
DEU,1997,Germany,950349,Toys representing animals or non-hu,1233.59,82210000,3
DEU,1997,Germany,950320,"Reduced-size (""scale"") model assemb",2464.801,82210000,3
DEU,1998,Germany,950310,"Electric trains, including tracks,",21925.832,82210000,3
DEU,1998,Germany,950349,Toys representing animals or non-hu,1340.638,82210000,3
DEU,1998,Germany,950341,Toys representing animals or non-hu,7783.93,82210000,3
DEU,1998,Germany,950299,Parts and accessories :-- Other,1455.564,82210000,3
DEU,1998,Germany,950330,Other construction sets and constru,1603.777,82210000,3
DEU,1998,Germany,950320,"Reduced-size (""scale"") model assemb",2445.1,82210000,3
DEU,1998,Germany,950291,Parts and accessories :-- Garments,1368.406,82210000,3
DEU,1999,Germany,950349,Toys representing animals or non-hu,2990.98,82210000,3
DEU,1999,Germany,950320,"Reduced-size (""scale"") model assemb",2323.676,82210000,3
DEU,1999,Germany,950310,"Electric trains, including tracks,",16753.57,82210000,3
DEU,1999,Germany,950291,Parts and accessories :-- Garments,769,82210000,3
DEU,1999,Germany,950341,Toys representing animals or non-hu,11902.298,82210000,3
DEU,1999,Germany,950299,Parts and accessories :-- Other,954.736,82210000,3
DEU,1999,Germany,950330,Other construction sets and constru,1210.748,82210000,3
DEU,2000,Germany,950299,Parts and accessories :-- Other,1131.607,82210000,3
DEU,2000,Germany,950320,"Reduced-size (""scale"") model assemb",2371.778,82210000,3
DEU,2000,Germany,950310,"Electric trains, including tracks,",14972.063,82210000,3
DEU,2000,Germany,950330,Other construction sets and constru,1748.041,82210000,3
DEU,2000,Germany,950341,Toys representing animals or non-hu,9157.473,82210000,3
DEU,2000,Germany,950291,Parts and accessories :-- Garments,414.843,82210000,3
DEU,2000,Germany,950349,Toys representing animals or non-hu,2328.681,82210000,3
DEU,2001,Germany,950349,Toys representing animals or non-hu,5138.332,82210000,3
DEU,2001,Germany,950291,Parts and accessories :-- Garments,635.676,82210000,3
DEU,2001,Germany,950299,Parts and accessories :-- Other,873.628,82210000,3
DEU,2001,Germany,950341,Toys representing animals or non-hu,5954.817,82210000,3
DEU,2001,Germany,950320,"Reduced-size (""scale"") model assemb",4700.436,82210000,3
DEU,2001,Germany,950330,Other construction sets and constru,1978.821,82210000,3
DEU,2001,Germany,950310,"Electric trains, including tracks,",8895.229,82210000,3
DEU,2002,Germany,950320,"Reduced-size (""scale"") model assemb",3285.814,82210000,3
DEU,2002,Germany,950299,Parts and accessories :-- Other,173.207,82210000,3
DEU,2002,Germany,950291,Parts and accessories :-- Garments,274.312,82210000,3
DEU,2002,Germany,950349,Toys representing animals or non-hu,3959.226,82210000,3
DEU,2002,Germany,950310,"Electric trains, including tracks,",13805.192,82210000,3
DEU,2002,Germany,950330,Other construction sets and constru,2640.644,82210000,3
DEU,2002,Germany,950341,Toys representing animals or non-hu,7524.576,82210000,3
DEU,2003,Germany,950341,Toys representing animals or non-hu,5544.789,82210000,3
DEU,2003,Germany,950320,"Reduced-size (""scale"") model assemb",2960.08,82210000,3
DEU,2003,Germany,950349,Toys representing animals or non-hu,2435.322,82210000,3
DEU,2003,Germany,950299,Parts and accessories :-- Other,223.145,82210000,3
DEU,2003,Germany,950310,"Electric trains, including tracks,",15590.516,82210000,3
DEU,2003,Germany,950291,Parts and accessories :-- Garments,172.682,82210000,3
DEU,2003,Germany,950330,Other construction sets and constru,2462.93,82210000,3
DEU,2004,Germany,950341,Toys representing animals or non-hu,6212.44,82210000,3
DEU,2004,Germany,950310,"Electric trains, including tracks,",13690.587,82210000,3
DEU,2004,Germany,950291,Parts and accessories :-- Garments,417.021,82210000,3
DEU,2004,Germany,950349,Toys representing animals or non-hu,2201.367,82210000,3
DEU,2004,Germany,950320,"Reduced-size (""scale"") model assemb",4537.792,82210000,3
DEU,2004,Germany,950299,Parts and accessories :-- Other,197.102,82210000,3
DEU,2004,Germany,950330,Other construction sets and constru,2499.342,82210000,3
DEU,2005,Germany,950330,Other construction sets and constru,2103.063,82210000,3
DEU,2005,Germany,950349,Toys representing animals or non-hu,1542.38,82210000,3
DEU,2005,Germany,950341,Toys representing animals or non-hu,5306.804,82210000,3
DEU,2005,Germany,950291,Parts and accessories :-- Garments,315.177,82210000,3
DEU,2005,Germany,950310,"Electric trains, including tracks,",10173.124,82210000,3
DEU,2005,Germany,950299,Parts and accessories :-- Other,209.293,82210000,3
DEU,2005,Germany,950320,"Reduced-size (""scale"") model assemb",2742.497,82210000,3
DNK,1996,Denmark,950320,"Reduced-size (""scale"") model assemb",1012.375,5340000,3
DNK,1996,Denmark,950291,Parts and accessories :-- Garments,1.282,5340000,3
DNK,1996,Denmark,950349,Toys representing animals or non-hu,2145.886,5340000,3
DNK,1996,Denmark,950310,"Electric trains, including tracks,",864.022,5340000,3
DNK,1996,Denmark,950341,Toys representing animals or non-hu,6.498,5340000,3
DNK,1996,Denmark,950299,Parts and accessories :-- Other,0,5340000,3
DNK,1996,Denmark,950330,Other construction sets and constru,81941.792,5340000,3
DNK,1997,Denmark,950341,Toys representing animals or non-hu,1.11,5340000,3
DNK,1997,Denmark,950330,Other construction sets and constru,69795.568,5340000,3
DNK,1997,Denmark,950349,Toys representing animals or non-hu,4269.229,5340000,3
DNK,1997,Denmark,950320,"Reduced-size (""scale"") model assemb",396.762,5340000,3
DNK,1997,Denmark,950310,"Electric trains, including tracks,",1454.888,5340000,3
DNK,1998,Denmark,950320,"Reduced-size (""scale"") model assemb",456.218,5340000,3
DNK,1998,Denmark,950330,Other construction sets and constru,90408.664,5340000,3
DNK,1998,Denmark,950310,"Electric trains, including tracks,",1699.257,5340000,3
DNK,1998,Denmark,950349,Toys representing animals or non-hu,510.413,5340000,3
DNK,1999,Denmark,950341,Toys representing animals or non-hu,0,5340000,3
DNK,1999,Denmark,950330,Other construction sets and constru,136454.224,5340000,3
DNK,1999,Denmark,950349,Toys representing animals or non-hu,1223.56,5340000,3
DNK,1999,Denmark,950291,Parts and accessories :-- Garments,3.7,5340000,3
DNK,1999,Denmark,950320,"Reduced-size (""scale"") model assemb",1538.7,5340000,3
DNK,1999,Denmark,950310,"Electric trains, including tracks,",1116.96,5340000,3
DNK,2000,Denmark,950341,Toys representing animals or non-hu,4.993,5340000,3
DNK,2000,Denmark,950330,Other construction sets and constru,70647.787,5340000,3
DNK,2000,Denmark,950291,Parts and accessories :-- Garments,5.35,5340000,3
DNK,2000,Denmark,950320,"Reduced-size (""scale"") model assemb",1246.719,5340000,3
DNK,2000,Denmark,950310,"Electric trains, including tracks,",190.587,5340000,3
DNK,2000,Denmark,950349,Toys representing animals or non-hu,1085.837,5340000,3
DNK,2001,Denmark,950349,Toys representing animals or non-hu,348.868,5340000,3
DNK,2001,Denmark,950320,"Reduced-size (""scale"") model assemb",144.901,5340000,3
DNK,2001,Denmark,950291,Parts and accessories :-- Garments,0,5340000,3
DNK,2001,Denmark,950310,"Electric trains, including tracks,",1332.927,5340000,3
DNK,2001,Denmark,950341,Toys representing animals or non-hu,8.007,5340000,3
DNK,2001,Denmark,950330,Other construction sets and constru,116702.872,5340000,3
DNK,2002,Denmark,950349,Toys representing animals or non-hu,770.33,5340000,3
DNK,2002,Denmark,950330,Other construction sets and constru,134640.48,5340000,3
DNK,2002,Denmark,950310,"Electric trains, including tracks,",1454.392,5340000,3
DNK,2002,Denmark,950320,"Reduced-size (""scale"") model assemb",89.182,5340000,3
DNK,2002,Denmark,950341,Toys representing animals or non-hu,11.9,5340000,3
DNK,2002,Denmark,950291,Parts and accessories :-- Garments,0,5340000,3
DNK,2002,Denmark,950299,Parts and accessories :-- Other,0,5340000,3
DNK,2003,Denmark,950299,Parts and accessories :-- Other,4.574,5340000,3
DNK,2003,Denmark,950320,"Reduced-size (""scale"") model assemb",106.518,5340000,3
DNK,2003,Denmark,950341,Toys representing animals or non-hu,22.88,5340000,3
DNK,2003,Denmark,950291,Parts and accessories :-- Garments,0,5340000,3
DNK,2003,Denmark,950310,"Electric trains, including tracks,",1164.003,5340000,3
DNK,2003,Denmark,950349,Toys representing animals or non-hu,165.276,5340000,3
DNK,2003,Denmark,950330,Other construction sets and constru,90430.248,5340000,3
DNK,2004,Denmark,950310,"Electric trains, including tracks,",1021.8,5340000,3
DNK,2004,Denmark,950320,"Reduced-size (""scale"") model assemb",85.13,5340000,3
DNK,2004,Denmark,950341,Toys representing animals or non-hu,3.517,5340000,3
DNK,2004,Denmark,950349,Toys representing animals or non-hu,445.424,5340000,3
DNK,2004,Denmark,950330,Other construction sets and constru,99052.197,5340000,3
DNK,2004,Denmark,950291,Parts and accessories :-- Garments,0,5340000,3
DNK,2005,Denmark,950310,"Electric trains, including tracks,",1366.613,5340000,3
DNK,2005,Denmark,950341,Toys representing animals or non-hu,7.247,5340000,3
DNK,2005,Denmark,950349,Toys representing animals or non-hu,471.695,5340000,3
DNK,2005,Denmark,950291,Parts and accessories :-- Garments,12.445,5340000,3
DNK,2005,Denmark,950330,Other construction sets and constru,116461.146,5340000,3
DNK,2005,Denmark,950299,Parts and accessories :-- Other,0,5340000,3
DNK,2005,Denmark,950320,"Reduced-size (""scale"") model assemb",183.01,5340000,3
DOM,1996,Dominican Republic,950349,Toys representing animals or non-hu,2.18,8264912,1
DOM,1996,Dominican Republic,950320,"Reduced-size (""scale"") model assemb",17.557,8264912,1
DOM,1996,Dominican Republic,950341,Toys representing animals or non-hu,52.996,8264912,1
DOM,1997,Dominican Republic,950310,"Electric trains, including tracks,",1.025,8264912,1
DOM,1997,Dominican Republic,950341,Toys representing animals or non-hu,12.794,8264912,1
DOM,1997,Dominican Republic,950291,Parts and accessories :-- Garments,33.96,8264912,1
DOM,1997,Dominican Republic,950320,"Reduced-size (""scale"") model assemb",2.87,8264912,1
DOM,1998,Dominican Republic,950291,Parts and accessories :-- Garments,169.36,8264912,1
DOM,1998,Dominican Republic,950310,"Electric trains, including tracks,",4.75,8264912,1
DOM,1998,Dominican Republic,950320,"Reduced-size (""scale"") model assemb",17.705,8264912,1
DOM,1999,Dominican Republic,950330,Other construction sets and constru,30.539,8264912,1
DOM,1999,Dominican Republic,950310,"Electric trains, including tracks,",316.892,8264912,1
DOM,1999,Dominican Republic,950349,Toys representing animals or non-hu,4.594,8264912,1
DOM,1999,Dominican Republic,950291,Parts and accessories :-- Garments,2.981,8264912,1
DOM,1999,Dominican Republic,950320,"Reduced-size (""scale"") model assemb",7.014,8264912,1
DOM,2000,Dominican Republic,950349,Toys representing animals or non-hu,2.602,8264912,1
DOM,2000,Dominican Republic,950320,"Reduced-size (""scale"") model assemb",9.899,8264912,1
DOM,2000,Dominican Republic,950330,Other construction sets and constru,8.696,8264912,1
DOM,2000,Dominican Republic,950291,Parts and accessories :-- Garments,6.761,8264912,1
DOM,2001,Dominican Republic,950330,Other construction sets and constru,8.7,8264912,1
DOM,2001,Dominican Republic,950349,Toys representing animals or non-hu,3.945,8264912,1
DOM,2001,Dominican Republic,950320,"Reduced-size (""scale"") model assemb",33.475,8264912,1
DOM,2002,Dominican Republic,950320,"Reduced-size (""scale"") model assemb",31.024,8264912,1
DOM,2002,Dominican Republic,950349,Toys representing animals or non-hu,13.095,8264912,1
DOM,2003,Dominican Republic,950320,"Reduced-size (""scale"") model assemb",117.033,8264912,1
DOM,2003,Dominican Republic,950341,Toys representing animals or non-hu,0.616,8264912,1
DOM,2003,Dominican Republic,950349,Toys representing animals or non-hu,5.579,8264912,1
DOM,2004,Dominican Republic,950320,"Reduced-size (""scale"") model assemb",153.057,8264912,1
DOM,2004,Dominican Republic,950341,Toys representing animals or non-hu,0.762,8264912,1
DOM,2005,Dominican Republic,950330,Other construction sets and constru,7.475,8264912,1
DOM,2005,Dominican Republic,950349,Toys representing animals or non-hu,71.039,8264912,1
DOM,2005,Dominican Republic,950320,"Reduced-size (""scale"") model assemb",117.508,8264912,1
DOM,2005,Dominican Republic,950291,Parts and accessories :-- Garments,0.678,8264912,1
ECU,1996,Ecuador,950349,Toys representing animals or non-hu,0,12305540,2
ECU,1996,Ecuador,950341,Toys representing animals or non-hu,0.831,12305540,2
ECU,1997,Ecuador,950341,Toys representing animals or non-hu,2.602,12305540,2
ECU,1998,Ecuador,950341,Toys representing animals or non-hu,18.218,12305540,2
ECU,1998,Ecuador,950349,Toys representing animals or non-hu,1.639,12305540,2
ECU,1999,Ecuador,950349,Toys representing animals or non-hu,0,12305540,2
ECU,1999,Ecuador,950341,Toys representing animals or non-hu,16.807,12305540,2
ECU,2000,Ecuador,950341,Toys representing animals or non-hu,14.718,12305540,2
ECU,2000,Ecuador,950349,Toys representing animals or non-hu,0,12305540,2
ECU,2001,Ecuador,950341,Toys representing animals or non-hu,0.992,12305540,2
ECU,2001,Ecuador,950299,Parts and accessories :-- Other,1.074,12305540,2
ECU,2001,Ecuador,950320,"Reduced-size (""scale"") model assemb",4.086,12305540,2
ECU,2002,Ecuador,950341,Toys representing animals or non-hu,0.769,12305540,2
ECU,2003,Ecuador,950341,Toys representing animals or non-hu,1.506,12305540,2
ECU,2004,Ecuador,950349,Toys representing animals or non-hu,1.727,12305540,2
ECU,2004,Ecuador,950341,Toys representing animals or non-hu,0.654,12305540,2
ECU,2005,Ecuador,950320,"Reduced-size (""scale"") model assemb",0.28,12305540,2
ECU,2005,Ecuador,950349,Toys representing animals or non-hu,3.691,12305540,2
ECU,2005,Ecuador,950341,Toys representing animals or non-hu,0.937,12305540,2
EGY,1998,"Egypt, Arab Rep.",950341,Toys representing animals or non-hu,0.83,67285500,7
EGY,1999,"Egypt, Arab Rep.",950349,Toys representing animals or non-hu,3.877,67285500,7
EGY,1999,"Egypt, Arab Rep.",950341,Toys representing animals or non-hu,7.84,67285500,7
EGY,2000,"Egypt, Arab Rep.",950341,Toys representing animals or non-hu,15.757,67285500,7
EGY,2001,"Egypt, Arab Rep.",950341,Toys representing animals or non-hu,20.207,67285500,7
EGY,2002,"Egypt, Arab Rep.",950349,Toys representing animals or non-hu,7.516,67285500,7
EGY,2002,"Egypt, Arab Rep.",950341,Toys representing animals or non-hu,10.74,67285500,7
EGY,2003,"Egypt, Arab Rep.",950310,"Electric trains, including tracks,",3.564,67285500,7
EGY,2003,"Egypt, Arab Rep.",950341,Toys representing animals or non-hu,17.083,67285500,7
EGY,2004,"Egypt, Arab Rep.",950341,Toys representing animals or non-hu,49.591,67285500,7
EGY,2004,"Egypt, Arab Rep.",950320,"Reduced-size (""scale"") model assemb",5.3,67285500,7
EGY,2005,"Egypt, Arab Rep.",950310,"Electric trains, including tracks,",1.593,67285500,7
EGY,2005,"Egypt, Arab Rep.",950341,Toys representing animals or non-hu,148.795,67285500,7
ESP,1996,Spain,950310,"Electric trains, including tracks,",162.867,40499790,3
ESP,1996,Spain,950291,Parts and accessories :-- Garments,996.215,40499790,3
ESP,1996,Spain,950330,Other construction sets and constru,54.022,40499790,3
ESP,1996,Spain,950320,"Reduced-size (""scale"") model assemb",346.758,40499790,3
ESP,1996,Spain,950299,Parts and accessories :-- Other,134.501,40499790,3
ESP,1996,Spain,950341,Toys representing animals or non-hu,91.089,40499790,3
ESP,1996,Spain,950349,Toys representing animals or non-hu,189.373,40499790,3
ESP,1997,Spain,950349,Toys representing animals or non-hu,122.128,40499790,3
