partner,year,partner_name,product,product_name,US_report_import,pop2000,region
ARE,1998,United Arab Emirates,950341,Toys representing animals or non-hu,1.06,3247000,7
ARE,2000,United Arab Emirates,950349,Toys representing animals or non-hu,12.012,3247000,7
ARE,2003,United Arab Emirates,950349,Toys representing animals or non-hu,4.65,3247000,7
ARE,2005,United Arab Emirates,950320,"Reduced-size (""scale"") model assemb",49.236,3247000,7
ARG,1996,Argentina,950341,Toys representing animals or non-hu,0,36895710,2
ARG,1996,Argentina,950310,"Electric trains, including tracks,",10.85,36895710,2
ARG,1996,Argentina,950320,"Reduced-size (""scale"") model assemb",0,36895710,2
ARG,1997,Argentina,950349,Toys representing animals or non-hu,3.708,36895710,2
ARG,1997,Argentina,950320,"Reduced-size (""scale"") model assemb",8.729,36895710,2
ARG,1997,Argentina,950299,Parts and accessories :-- Other,120.419,36895710,2
ARG,1998,Argentina,950349,Toys representing animals or non-hu,189.175,36895710,2
ARG,1998,Argentina,950291,Parts and accessories :-- Garments,12.76,36895710,2
ARG,1998,Argentina,950341,Toys representing animals or non-hu,0,36895710,2
ARG,1998,Argentina,950320,"Reduced-size (""scale"") model assemb",1.874,36895710,2
ARG,1998,Argentina,950299,Parts and accessories :-- Other,109.619,36895710,2
ARG,1999,Argentina,950299,Parts and accessories :-- Other,286.81,36895710,2
ARG,1999,Argentina,950349,Toys representing animals or non-hu,82.52,36895710,2
ARG,1999,Argentina,950291,Parts and accessories :-- Garments,37.067,36895710,2
ARG,1999,Argentina,950320,"Reduced-size (""scale"") model assemb",0,36895710,2
ARG,2000,Argentina,950299,Parts and accessories :-- Other,536.258,36895710,2
ARG,2000,Argentina,950349,Toys representing animals or non-hu,139.85,36895710,2
ARG,2000,Argentina,950320,"Reduced-size (""scale"") model assemb",0,36895710,2
ARG,2000,Argentina,950341,Toys representing animals or non-hu,0,36895710,2
ARG,2000,Argentina,950291,Parts and accessories :-- Garments,9.072,36895710,2
ARG,2001,Argentina,950320,"Reduced-size (""scale"") model assemb",0,36895710,2
ARG,2001,Argentina,950299,Parts and accessories :-- Other,235.63,36895710,2
ARG,2002,Argentina,950330,Other construction sets and constru,28.22,36895710,2
ARG,2002,Argentina,950310,"Electric trains, including tracks,",0.536,36895710,2
ARG,2002,Argentina,950320,"Reduced-size (""scale"") model assemb",35.119,36895710,2
ARG,2002,Argentina,950341,Toys representing animals or non-hu,4.525,36895710,2
ARG,2003,Argentina,950341,Toys representing animals or non-hu,3.112,36895710,2
ARG,2003,Argentina,950349,Toys representing animals or non-hu,2.876,36895710,2
ARG,2003,Argentina,950330,Other construction sets and constru,2.59,36895710,2
ARG,2003,Argentina,950310,"Electric trains, including tracks,",0,36895710,2
ARG,2003,Argentina,950320,"Reduced-size (""scale"") model assemb",86.964,36895710,2
ARG,2004,Argentina,950341,Toys representing animals or non-hu,32.011,36895710,2
ARG,2004,Argentina,950320,"Reduced-size (""scale"") model assemb",57.117,36895710,2
ARG,2004,Argentina,950349,Toys representing animals or non-hu,15.259,36895710,2
ARG,2004,Argentina,950330,Other construction sets and constru,10.175,36895710,2
ARG,2005,Argentina,950349,Toys representing animals or non-hu,10.251,36895710,2
ARG,2005,Argentina,950341,Toys representing animals or non-hu,0,36895710,2
ARG,2005,Argentina,950320,"Reduced-size (""scale"") model assemb",125.885,36895710,2
ARG,2005,Argentina,950330,Other construction sets and constru,0,36895710,2
ARG,2005,Argentina,950291,Parts and accessories :-- Garments,0.8,36895710,2
ARM,1996,Armenia,950291,Parts and accessories :-- Garments,9.135,3082000,4
ARM,1997,Armenia,950291,Parts and accessories :-- Garments,32.61,3082000,4
ARM,1998,Armenia,950291,Parts and accessories :-- Garments,28.5,3082000,4
ARM,1999,Armenia,950291,Parts and accessories :-- Garments,55.811,3082000,4
ARM,2000,Armenia,950291,Parts and accessories :-- Garments,54.182,3082000,4
ARM,2001,Armenia,950291,Parts and accessories :-- Garments,21.602,3082000,4
ARM,2003,Armenia,950291,Parts and accessories :-- Garments,7.756,3082000,4
ARM,2004,Armenia,950291,Parts and accessories :-- Garments,0,3082000,4
ARM,2005,Armenia,950291,Parts and accessories :-- Garments,4.237,3082000,4
ATG,2005,Antigua and Barbuda,950349,Toys representing animals or non-hu,0,77000,1
ATG,2005,Antigua and Barbuda,950341,Toys representing animals or non-hu,0,77000,1
AUS,1996,Australia,950349,Toys representing animals or non-hu,102.807,19153000,5
AUS,1996,Australia,950299,Parts and accessories :-- Other,84.759,19153000,5
AUS,1996,Australia,950310,"Electric trains, including tracks,",15.481,19153000,5
AUS,1996,Australia,950291,Parts and accessories :-- Garments,0,19153000,5
AUS,1996,Australia,950330,Other construction sets and constru,0,19153000,5
AUS,1996,Australia,950320,"Reduced-size (""scale"") model assemb",13.282,19153000,5
AUS,1996,Australia,950341,Toys representing animals or non-hu,89.509,19153000,5
AUS,1997,Australia,950299,Parts and accessories :-- Other,4.601,19153000,5
AUS,1997,Australia,950330,Other construction sets and constru,4.464,19153000,5
AUS,1997,Australia,950320,"Reduced-size (""scale"") model assemb",15.68,19153000,5
AUS,1997,Australia,950341,Toys representing animals or non-hu,34.697,19153000,5
AUS,1997,Australia,950310,"Electric trains, including tracks,",34.399,19153000,5
AUS,1997,Australia,950291,Parts and accessories :-- Garments,2,19153000,5
AUS,1997,Australia,950349,Toys representing animals or non-hu,54.863,19153000,5
AUS,1998,Australia,950291,Parts and accessories :-- Garments,0.536,19153000,5
AUS,1998,Australia,950299,Parts and accessories :-- Other,0,19153000,5
AUS,1998,Australia,950341,Toys representing animals or non-hu,79.389,19153000,5
AUS,1998,Australia,950320,"Reduced-size (""scale"") model assemb",30.662,19153000,5
AUS,1998,Australia,950310,"Electric trains, including tracks,",0,19153000,5
AUS,1998,Australia,950330,Other construction sets and constru,17.875,19153000,5
AUS,1998,Australia,950349,Toys representing animals or non-hu,23.363,19153000,5
AUS,1999,Australia,950341,Toys representing animals or non-hu,96.337,19153000,5
AUS,1999,Australia,950320,"Reduced-size (""scale"") model assemb",23.524,19153000,5
AUS,1999,Australia,950299,Parts and accessories :-- Other,1.541,19153000,5
AUS,1999,Australia,950310,"Electric trains, including tracks,",8.875,19153000,5
AUS,1999,Australia,950349,Toys representing animals or non-hu,11.061,19153000,5
AUS,1999,Australia,950330,Other construction sets and constru,22.128,19153000,5
AUS,2000,Australia,950341,Toys representing animals or non-hu,88.134,19153000,5
AUS,2000,Australia,950310,"Electric trains, including tracks,",3.163,19153000,5
AUS,2000,Australia,950349,Toys representing animals or non-hu,526.354,19153000,5
AUS,2000,Australia,950291,Parts and accessories :-- Garments,0,19153000,5
AUS,2000,Australia,950299,Parts and accessories :-- Other,52.986,19153000,5
AUS,2000,Australia,950320,"Reduced-size (""scale"") model assemb",21.811,19153000,5
AUS,2000,Australia,950330,Other construction sets and constru,37.167,19153000,5
AUS,2001,Australia,950341,Toys representing animals or non-hu,31.66,19153000,5
AUS,2001,Australia,950320,"Reduced-size (""scale"") model assemb",26.94,19153000,5
AUS,2001,Australia,950291,Parts and accessories :-- Garments,0,19153000,5
AUS,2001,Australia,950349,Toys representing animals or non-hu,6.038,19153000,5
AUS,2001,Australia,950299,Parts and accessories :-- Other,0,19153000,5
AUS,2001,Australia,950330,Other construction sets and constru,10.041,19153000,5
AUS,2001,Australia,950310,"Electric trains, including tracks,",10.315,19153000,5
AUS,2002,Australia,950320,"Reduced-size (""scale"") model assemb",132.725,19153000,5
AUS,2002,Australia,950349,Toys representing animals or non-hu,15.259,19153000,5
AUS,2002,Australia,950310,"Electric trains, including tracks,",14.458,19153000,5
AUS,2002,Australia,950291,Parts and accessories :-- Garments,0.526,19153000,5
AUS,2002,Australia,950330,Other construction sets and constru,6.7,19153000,5
AUS,2002,Australia,950341,Toys representing animals or non-hu,51.027,19153000,5
AUS,2003,Australia,950341,Toys representing animals or non-hu,71.164,19153000,5
AUS,2003,Australia,950320,"Reduced-size (""scale"") model assemb",160.498,19153000,5
AUS,2003,Australia,950291,Parts and accessories :-- Garments,0,19153000,5
AUS,2003,Australia,950349,Toys representing animals or non-hu,51.067,19153000,5
AUS,2003,Australia,950330,Other construction sets and constru,3.593,19153000,5
AUS,2003,Australia,950310,"Electric trains, including tracks,",4.594,19153000,5
AUS,2003,Australia,950299,Parts and accessories :-- Other,2.004,19153000,5
AUS,2004,Australia,950310,"Electric trains, including tracks,",38.794,19153000,5
AUS,2004,Australia,950349,Toys representing animals or non-hu,23.91,19153000,5
AUS,2004,Australia,950291,Parts and accessories :-- Garments,0,19153000,5
AUS,2004,Australia,950341,Toys representing animals or non-hu,44.347,19153000,5
AUS,2004,Australia,950320,"Reduced-size (""scale"") model assemb",302.047,19153000,5
AUS,2004,Australia,950330,Other construction sets and constru,71.009,19153000,5
AUS,2005,Australia,950349,Toys representing animals or non-hu,70.195,19153000,5
AUS,2005,Australia,950291,Parts and accessories :-- Garments,0.75,19153000,5
AUS,2005,Australia,950320,"Reduced-size (""scale"") model assemb",283.568,19153000,5
AUS,2005,Australia,950310,"Electric trains, including tracks,",0,19153000,5
AUS,2005,Australia,950341,Toys representing animals or non-hu,50.667,19153000,5
AUS,2005,Australia,950330,Other construction sets and constru,166.417,19153000,5
AUT,1996,Austria,950349,Toys representing animals or non-hu,32.8,8011561,3
AUT,1996,Austria,950330,Other construction sets and constru,0,8011561,3
AUT,1996,Austria,950320,"Reduced-size (""scale"") model assemb",134.412,8011561,3
AUT,1996,Austria,950341,Toys representing animals or non-hu,0,8011561,3
AUT,1996,Austria,950310,"Electric trains, including tracks,",413.625,8011561,3
AUT,1997,Austria,950330,Other construction sets and constru,70.93,8011561,3
AUT,1997,Austria,950320,"Reduced-size (""scale"") model assemb",135.628,8011561,3
AUT,1997,Austria,950341,Toys representing animals or non-hu,4.531,8011561,3
AUT,1997,Austria,950349,Toys representing animals or non-hu,40.608,8011561,3
AUT,1997,Austria,950310,"Electric trains, including tracks,",396.649,8011561,3
AUT,1998,Austria,950349,Toys representing animals or non-hu,42.985,8011561,3
AUT,1998,Austria,950341,Toys representing animals or non-hu,14.267,8011561,3
AUT,1998,Austria,950310,"Electric trains, including tracks,",422.59,8011561,3
AUT,1998,Austria,950320,"Reduced-size (""scale"") model assemb",49.123,8011561,3
AUT,1998,Austria,950330,Other construction sets and constru,47.707,8011561,3
AUT,1999,Austria,950349,Toys representing animals or non-hu,33.856,8011561,3
AUT,1999,Austria,950299,Parts and accessories :-- Other,0,8011561,3
AUT,1999,Austria,950320,"Reduced-size (""scale"") model assemb",48.298,8011561,3
AUT,1999,Austria,950330,Other construction sets and constru,81.097,8011561,3
AUT,1999,Austria,950310,"Electric trains, including tracks,",522.971,8011561,3
AUT,1999,Austria,950341,Toys representing animals or non-hu,2.148,8011561,3
AUT,2000,Austria,950330,Other construction sets and constru,37.667,8011561,3
AUT,2000,Austria,950349,Toys representing animals or non-hu,11.319,8011561,3
AUT,2000,Austria,950299,Parts and accessories :-- Other,0.755,8011561,3
AUT,2000,Austria,950310,"Electric trains, including tracks,",449.753,8011561,3
AUT,2000,Austria,950341,Toys representing animals or non-hu,4.456,8011561,3
AUT,2000,Austria,950320,"Reduced-size (""scale"") model assemb",154.589,8011561,3
AUT,2001,Austria,950320,"Reduced-size (""scale"") model assemb",137.61,8011561,3
AUT,2001,Austria,950341,Toys representing animals or non-hu,28.298,8011561,3
AUT,2001,Austria,950310,"Electric trains, including tracks,",569.353,8011561,3
AUT,2001,Austria,950330,Other construction sets and constru,17.975,8011561,3
AUT,2001,Austria,950349,Toys representing animals or non-hu,0.615,8011561,3
AUT,2002,Austria,950320,"Reduced-size (""scale"") model assemb",103.21,8011561,3
AUT,2002,Austria,950330,Other construction sets and constru,110.464,8011561,3
AUT,2002,Austria,950349,Toys representing animals or non-hu,6.59,8011561,3
AUT,2002,Austria,950310,"Electric trains, including tracks,",688.518,8011561,3
AUT,2002,Austria,950341,Toys representing animals or non-hu,1.489,8011561,3
AUT,2003,Austria,950341,Toys representing animals or non-hu,8.217,8011561,3
AUT,2003,Austria,950320,"Reduced-size (""scale"") model assemb",45.628,8011561,3
AUT,2003,Austria,950330,Other construction sets and constru,865.698,8011561,3
AUT,2003,Austria,950310,"Electric trains, including tracks,",324.054,8011561,3
AUT,2003,Austria,950349,Toys representing animals or non-hu,2.281,8011561,3
AUT,2004,Austria,950320,"Reduced-size (""scale"") model assemb",39.205,8011561,3
AUT,2004,Austria,950310,"Electric trains, including tracks,",311.274,8011561,3
AUT,2004,Austria,950341,Toys representing animals or non-hu,0.775,8011561,3
AUT,2004,Austria,950349,Toys representing animals or non-hu,0,8011561,3
AUT,2004,Austria,950330,Other construction sets and constru,1520.343,8011561,3
AUT,2005,Austria,950320,"Reduced-size (""scale"") model assemb",57.817,8011561,3
AUT,2005,Austria,950341,Toys representing animals or non-hu,4.856,8011561,3
AUT,2005,Austria,950330,Other construction sets and constru,1036.408,8011561,3
AUT,2005,Austria,950310,"Electric trains, including tracks,",286.628,8011561,3
AUT,2005,Austria,950349,Toys representing animals or non-hu,19.119,8011561,3
AZE,1999,Azerbaijan,950349,Toys representing animals or non-hu,0,8048535,4
AZE,1999,Azerbaijan,950330,Other construction sets and constru,0,8048535,4
AZE,1999,Azerbaijan,950320,"Reduced-size (""scale"") model assemb",0,8048535,4
BEL,2000,Belgium,950341,Toys representing animals or non-hu,11.339,10252000,3
BEL,2000,Belgium,950330,Other construction sets and constru,94.065,10252000,3
BEL,2000,Belgium,950299,Parts and accessories :-- Other,0,10252000,3
BEL,2000,Belgium,950320,"Reduced-size (""scale"") model assemb",20.652,10252000,3
BEL,2000,Belgium,950291,Parts and accessories :-- Garments,0.71,10252000,3
BEL,2000,Belgium,950310,"Electric trains, including tracks,",0,10252000,3
BEL,2000,Belgium,950349,Toys representing animals or non-hu,11.035,10252000,3
BEL,2001,Belgium,950330,Other construction sets and constru,208.332,10252000,3
BEL,2001,Belgium,950320,"Reduced-size (""scale"") model assemb",35.309,10252000,3
BEL,2001,Belgium,950299,Parts and accessories :-- Other,2.555,10252000,3
BEL,2001,Belgium,950349,Toys representing animals or non-hu,123.322,10252000,3
BEL,2001,Belgium,950310,"Electric trains, including tracks,",0,10252000,3
BEL,2001,Belgium,950341,Toys representing animals or non-hu,11.252,10252000,3
BEL,2002,Belgium,950341,Toys representing animals or non-hu,25.723,10252000,3
BEL,2002,Belgium,950330,Other construction sets and constru,93.955,10252000,3
BEL,2002,Belgium,950349,Toys representing animals or non-hu,26.162,10252000,3
BEL,2002,Belgium,950299,Parts and accessories :-- Other,0,10252000,3
BEL,2002,Belgium,950310,"Electric trains, including tracks,",109.604,10252000,3
BEL,2002,Belgium,950320,"Reduced-size (""scale"") model assemb",112.457,10252000,3
BEL,2003,Belgium,950349,Toys representing animals or non-hu,21.417,10252000,3
BEL,2003,Belgium,950310,"Electric trains, including tracks,",0,10252000,3
BEL,2003,Belgium,950291,Parts and accessories :-- Garments,4.201,10252000,3
BEL,2003,Belgium,950341,Toys representing animals or non-hu,5.084,10252000,3
BEL,2003,Belgium,950320,"Reduced-size (""scale"") model assemb",32.714,10252000,3
BEL,2003,Belgium,950330,Other construction sets and constru,244.998,10252000,3
BEL,2003,Belgium,950299,Parts and accessories :-- Other,9.073,10252000,3
BEL,2004,Belgium,950341,Toys representing animals or non-hu,41.026,10252000,3
BEL,2004,Belgium,950330,Other construction sets and constru,431.56,10252000,3
BEL,2004,Belgium,950310,"Electric trains, including tracks,",0,10252000,3
BEL,2004,Belgium,950320,"Reduced-size (""scale"") model assemb",66.524,10252000,3
BEL,2004,Belgium,950299,Parts and accessories :-- Other,0,10252000,3
BEL,2004,Belgium,950349,Toys representing animals or non-hu,18.363,10252000,3
BEL,2005,Belgium,950341,Toys representing animals or non-hu,73.455,10252000,3
BEL,2005,Belgium,950299,Parts and accessories :-- Other,0,10252000,3
BEL,2005,Belgium,950320,"Reduced-size (""scale"") model assemb",48.027,10252000,3
BEL,2005,Belgium,950310,"Electric trains, including tracks,",3.661,10252000,3
BEL,2005,Belgium,950349,Toys representing animals or non-hu,244.53,10252000,3
BEL,2005,Belgium,950291,Parts and accessories :-- Garments,0.94,10252000,3
BEL,2005,Belgium,950330,Other construction sets and constru,114.498,10252000,3
BEN,2003,Benin,950291,Parts and accessories :-- Garments,0,7196955,6
BGD,1996,Bangladesh,950349,Toys representing animals or non-hu,9.304,128915900,4
BGD,1996,Bangladesh,950341,Toys representing animals or non-hu,51.886,128915900,4
BGD,1997,Bangladesh,950349,Toys representing animals or non-hu,13.645,128915900,4
BGD,1997,Bangladesh,950341,Toys representing animals or non-hu,117.076,128915900,4
BGD,1998,Bangladesh,950341,Toys representing animals or non-hu,46.395,128915900,4
BGD,1998,Bangladesh,950349,Toys representing animals or non-hu,1.166,128915900,4
BGD,1998,Bangladesh,950291,Parts and accessories :-- Garments,8.687,128915900,4
BGD,1999,Bangladesh,950291,Parts and accessories :-- Garments,46.992,128915900,4
BGD,1999,Bangladesh,950341,Toys representing animals or non-hu,16.128,128915900,4
BGD,2000,Bangladesh,950291,Parts and accessories :-- Garments,41.93,128915900,4
BGD,2000,Bangladesh,950349,Toys representing animals or non-hu,42.718,128915900,4
BGD,2001,Bangladesh,950349,Toys representing animals or non-hu,12.553,128915900,4
BGD,2001,Bangladesh,950291,Parts and accessories :-- Garments,11.928,128915900,4
BGD,2001,Bangladesh,950299,Parts and accessories :-- Other,1.117,128915900,4
BGD,2002,Bangladesh,950291,Parts and accessories :-- Garments,1.623,128915900,4
BGD,2003,Bangladesh,950349,Toys representing animals or non-hu,0,128915900,4
BGD,2003,Bangladesh,950341,Toys representing animals or non-hu,0.832,128915900,4
BGD,2003,Bangladesh,950291,Parts and accessories :-- Garments,2.51,128915900,4
BGD,2004,Bangladesh,950349,Toys representing animals or non-hu,0,128915900,4
BGD,2005,Bangladesh,950349,Toys representing animals or non-hu,1.325,128915900,4
BGR,1996,Bulgaria,950349,Toys representing animals or non-hu,0,8060000,3
BGR,1996,Bulgaria,950320,"Reduced-size (""scale"") model assemb",0,8060000,3
BGR,1996,Bulgaria,950330,Other construction sets and constru,174.391,8060000,3
BGR,1997,Bulgaria,950349,Toys representing animals or non-hu,3.36,8060000,3
BGR,1997,Bulgaria,950330,Other construction sets and constru,291.968,8060000,3
BGR,1997,Bulgaria,950320,"Reduced-size (""scale"") model assemb",0,8060000,3
BGR,1998,Bulgaria,950320,"Reduced-size (""scale"") model assemb",0,8060000,3
BGR,1998,Bulgaria,950341,Toys representing animals or non-hu,5.332,8060000,3
BGR,1998,Bulgaria,950349,Toys representing animals or non-hu,6.253,8060000,3
BGR,1998,Bulgaria,950330,Other construction sets and constru,98.164,8060000,3
BGR,1999,Bulgaria,950320,"Reduced-size (""scale"") model assemb",0,8060000,3
BGR,1999,Bulgaria,950299,Parts and accessories :-- Other,0,8060000,3
BGR,1999,Bulgaria,950330,Other construction sets and constru,14.768,8060000,3
BGR,1999,Bulgaria,950349,Toys representing animals or non-hu,0,8060000,3
BGR,2000,Bulgaria,950330,Other construction sets and constru,0,8060000,3
BGR,2000,Bulgaria,950320,"Reduced-size (""scale"") model assemb",26.24,8060000,3
BGR,2000,Bulgaria,950349,Toys representing animals or non-hu,8.629,8060000,3
BGR,2000,Bulgaria,950299,Parts and accessories :-- Other,0,8060000,3
BGR,2001,Bulgaria,950299,Parts and accessories :-- Other,50.804,8060000,3
BGR,2001,Bulgaria,950330,Other construction sets and constru,0.581,8060000,3
BGR,2001,Bulgaria,950320,"Reduced-size (""scale"") model assemb",0,8060000,3
BGR,2001,Bulgaria,950310,"Electric trains, including tracks,",0,8060000,3
BGR,2002,Bulgaria,950330,Other construction sets and constru,0,8060000,3
BGR,2002,Bulgaria,950320,"Reduced-size (""scale"") model assemb",0,8060000,3
BGR,2002,Bulgaria,950310,"Electric trains, including tracks,",0,8060000,3
BGR,2002,Bulgaria,950299,Parts and accessories :-- Other,0,8060000,3
BGR,2003,Bulgaria,950349,Toys representing animals or non-hu,0.707,8060000,3
BGR,2003,Bulgaria,950310,"Electric trains, including tracks,",0,8060000,3
BGR,2003,Bulgaria,950320,"Reduced-size (""scale"") model assemb",6.743,8060000,3
BGR,2003,Bulgaria,950330,Other construction sets and constru,0,8060000,3
BGR,2004,Bulgaria,950349,Toys representing animals or non-hu,1.739,8060000,3
BGR,2004,Bulgaria,950330,Other construction sets and constru,10.952,8060000,3
BGR,2004,Bulgaria,950310,"Electric trains, including tracks,",0,8060000,3
BGR,2004,Bulgaria,950320,"Reduced-size (""scale"") model assemb",6.474,8060000,3
BGR,2005,Bulgaria,950349,Toys representing animals or non-hu,0,8060000,3
BGR,2005,Bulgaria,950330,Other construction sets and constru,0,8060000,3
BGR,2005,Bulgaria,950320,"Reduced-size (""scale"") model assemb",0.399,8060000,3
BGR,2005,Bulgaria,950310,"Electric trains, including tracks,",0,8060000,3
BHR,1998,Bahrain,950320,"Reduced-size (""scale"") model assemb",3.202,672008,7
BHR,2001,Bahrain,950320,"Reduced-size (""scale"") model assemb",31.569,672008,7
BHR,2002,Bahrain,950320,"Reduced-size (""scale"") model assemb",10.025,672008,7
BHR,2004,Bahrain,950320,"Reduced-size (""scale"") model assemb",4.416,672008,7
BHS,1996,"Bahamas, The",950320,"Reduced-size (""scale"") model assemb",0.702,301438,1
BHS,1996,"Bahamas, The",950330,Other construction sets and constru,270.989,301438,1
BHS,1997,"Bahamas, The",950291,Parts and accessories :-- Garments,0,301438,1
BHS,1997,"Bahamas, The",950349,Toys representing animals or non-hu,0,301438,1
BHS,1997,"Bahamas, The",950330,Other construction sets and constru,439.016,301438,1
BHS,1998,"Bahamas, The",950349,Toys representing animals or non-hu,0,301438,1
BHS,1998,"Bahamas, The",950330,Other construction sets and constru,446.792,301438,1
BHS,1998,"Bahamas, The",950310,"Electric trains, including tracks,",0,301438,1
BHS,1998,"Bahamas, The",950320,"Reduced-size (""scale"") model assemb",0,301438,1
BHS,1999,"Bahamas, The",950330,Other construction sets and constru,285.229,301438,1
BHS,2000,"Bahamas, The",950349,Toys representing animals or non-hu,0,301438,1
BHS,2000,"Bahamas, The",950330,Other construction sets and constru,339.306,301438,1
BHS,2001,"Bahamas, The",950330,Other construction sets and constru,220.376,301438,1
BHS,2001,"Bahamas, The",950299,Parts and accessories :-- Other,0,301438,1
BHS,2001,"Bahamas, The",950349,Toys representing animals or non-hu,0,301438,1
BHS,2002,"Bahamas, The",950330,Other construction sets and constru,166.714,301438,1
BHS,2003,"Bahamas, The",950330,Other construction sets and constru,211.419,301438,1
BHS,2004,"Bahamas, The",950330,Other construction sets and constru,336.664,301438,1
BHS,2005,"Bahamas, The",950330,Other construction sets and constru,212.196,301438,1
BIH,2000,Bosnia and Herzegovina,950291,Parts and accessories :-- Garments,2.685,3847126,3
BIH,2000,Bosnia and Herzegovina,950341,Toys representing animals or non-hu,0.703,3847126,3
BIH,2002,Bosnia and Herzegovina,950341,Toys representing animals or non-hu,1.397,3847126,3
BLR,1997,Belarus,950341,Toys representing animals or non-hu,0.59,10005000,3
BLR,1998,Belarus,950310,"Electric trains, including tracks,",0,10005000,3
BLR,1998,Belarus,950330,Other construction sets and constru,0,10005000,3
BLR,1999,Belarus,950320,"Reduced-size (""scale"") model assemb",0,10005000,3
BLR,1999,Belarus,950330,Other construction sets and constru,0,10005000,3
BLR,2000,Belarus,950341,Toys representing animals or non-hu,51.292,10005000,3
BLR,2000,Belarus,950320,"Reduced-size (""scale"") model assemb",52.136,10005000,3
BLR,2001,Belarus,950330,Other construction sets and constru,0.861,10005000,3
BLR,2001,Belarus,950320,"Reduced-size (""scale"") model assemb",34.888,10005000,3
BLR,2002,Belarus,950349,Toys representing animals or non-hu,0,10005000,3
BLR,2002,Belarus,950320,"Reduced-size (""scale"") model assemb",8.382,10005000,3
BLR,2002,Belarus,950330,Other construction sets and constru,0,10005000,3
BLR,2003,Belarus,950349,Toys representing animals or non-hu,25.619,10005000,3
BLR,2003,Belarus,950320,"Reduced-size (""scale"") model assemb",42.621,10005000,3
BLR,2003,Belarus,950341,Toys representing animals or non-hu,11.092,10005000,3
BLR,2004,Belarus,950320,"Reduced-size (""scale"") model assemb",8.867,10005000,3
BLR,2004,Belarus,950341,Toys representing animals or non-hu,8.052,10005000,3
BLR,2005,Belarus,950341,Toys representing animals or non-hu,0,10005000,3
BLR,2005,Belarus,950320,"Reduced-size (""scale"") model assemb",16.06,10005000,3
BLR,2005,Belarus,950349,Toys representing animals or non-hu,3.13,10005000,3
BOL,1997,Bolivia,950341,Toys representing animals or non-hu,2.06,8316648,2
BOL,1997,Bolivia,950291,Parts and accessories :-- Garments,0.848,8316648,2
BOL,1998,Bolivia,950341,Toys representing animals or non-hu,0.722,8316648,2
BOL,1999,Bolivia,950341,Toys representing animals or non-hu,0,8316648,2
BOL,1999,Bolivia,950349,Toys representing animals or non-hu,0.533,8316648,2
BOL,2000,Bolivia,950299,Parts and accessories :-- Other,0,8316648,2
BOL,2000,Bolivia,950291,Parts and accessories :-- Garments,0,8316648,2
BOL,2000,Bolivia,950349,Toys representing animals or non-hu,0,8316648,2
BOL,2001,Bolivia,950341,Toys representing animals or non-hu,0,8316648,2
BOL,2001,Bolivia,950291,Parts and accessories :-- Garments,0,8316648,2
BOL,2002,Bolivia,950291,Parts and accessories :-- Garments,0,8316648,2
BOL,2002,Bolivia,950341,Toys representing animals or non-hu,0,8316648,2
BOL,2003,Bolivia,950349,Toys representing animals or non-hu,0.677,8316648,2
BOL,2003,Bolivia,950341,Toys representing animals or non-hu,1.537,8316648,2
BOL,2004,Bolivia,950341,Toys representing animals or non-hu,0,8316648,2
BOL,2004,Bolivia,950349,Toys representing animals or non-hu,1.603,8316648,2
BOL,2004,Bolivia,950291,Parts and accessories :-- Garments,0,8316648,2
BOL,2004,Bolivia,950320,"Reduced-size (""scale"") model assemb",0,8316648,2
BOL,2005,Bolivia,950341,Toys representing animals or non-hu,2.333,8316648,2
BOL,2005,Bolivia,950299,Parts and accessories :-- Other,0,8316648,2
BOL,2005,Bolivia,950349,Toys representing animals or non-hu,12.66,8316648,2
BOL,2005,Bolivia,950291,Parts and accessories :-- Garments,1.617,8316648,2
BRA,1996,Brazil,950349,Toys representing animals or non-hu,47.033,173857700,2
BRA,1996,Brazil,950320,"Reduced-size (""scale"") model assemb",8.687,173857700,2
BRA,1996,Brazil,950330,Other construction sets and constru,414.839,173857700,2
BRA,1996,Brazil,950310,"Electric trains, including tracks,",131.005,173857700,2
BRA,1997,Brazil,950310,"Electric trains, including tracks,",33.63,173857700,2
BRA,1997,Brazil,950330,Other construction sets and constru,17.957,173857700,2
BRA,1997,Brazil,950291,Parts and accessories :-- Garments,0,173857700,2
BRA,1997,Brazil,950341,Toys representing animals or non-hu,29.647,173857700,2
BRA,1997,Brazil,950349,Toys representing animals or non-hu,10.745,173857700,2
BRA,1998,Brazil,950341,Toys representing animals or non-hu,0,173857700,2
BRA,1998,Brazil,950291,Parts and accessories :-- Garments,0,173857700,2
BRA,1998,Brazil,950349,Toys representing animals or non-hu,8.014,173857700,2
BRA,1998,Brazil,950310,"Electric trains, including tracks,",43.235,173857700,2
BRA,1999,Brazil,950320,"Reduced-size (""scale"") model assemb",10.955,173857700,2
BRA,1999,Brazil,950330,Other construction sets and constru,5.5,173857700,2
BRA,1999,Brazil,950310,"Electric trains, including tracks,",22.335,173857700,2
BRA,1999,Brazil,950349,Toys representing animals or non-hu,21.434,173857700,2
BRA,1999,Brazil,950291,Parts and accessories :-- Garments,0,173857700,2
BRA,1999,Brazil,950341,Toys representing animals or non-hu,0,173857700,2
BRA,2000,Brazil,950310,"Electric trains, including tracks,",55.412,173857700,2
BRA,2000,Brazil,950341,Toys representing animals or non-hu,0,173857700,2
BRA,2000,Brazil,950299,Parts and accessories :-- Other,17.74,173857700,2
